กอดหมอนข้างไม่ค่อยอุ่น ขอเปลี่ยนเป็นกอดคุณจะได้ไหม,แง่บวก,0
ก่อนเคยเป็นไง ตอนนี้ก็ยังเหมือนเดิม,แง่บวก,0
ก่อนจะนับหนึ่งกับใคร ดูด้วยนะว่าเขาลืมสิ่งที่เคยนับมาหรือยัง,ข้อคิด,2
ก่อนจะสบาย ความลำบากมันย่อมต้องมาเป็นบททดสอบก่อนเสมอ,ข้อคิด,2
ก่อนที่เราจะสุข ต้องผ่าน พุธ พฤหัส มาก่อน,แง่บวก,0
ก่อนอโหสิกรรมขอตบให้คว่ำแล้วค่อยปล่อยวาง ,แง่ลบ,1
กันชนเงินกู้ ประตูเงินเมีย,แง่บวก,0
กาแฟก็เหมือนคุณ ที่เรานั้นขาดไม่ได้,แง่บวก,0
กาแฟทำให้ฉันหลงใหล แต่คุณทำให้ฉันตกหลุมรัก,แง่บวก,0
กาแฟทำให้เราตื่น ส่วนเธอทำให้เรานอนไม่หลับ,แง่บวก,0
กาแฟไม่ใส่นม ยังขมไม่เท่าเธอไม่ใส่ใจ,แง่ลบ,1
กาแฟยังใส่นม อยากมีผมต้องใส่ใจ,แง่บวก,0
กาแฟเรียกคอฟฟี่ ส่วนแฟนเราไม่มี อันนี้เรียกโสด,แง่ลบ,1
กาแฟเรียกว่าคอฟฟี่ แล้วเมื่อไหร่จะเรียกพี่ว่าที่รัก,แง่บวก,0
การกระทำสำคัญกว่าคำพูด,ข้อคิด,2
การกอดเป็นการกระทำที่ให้ความอบอุ่นได้ดีที่สุด,แง่บวก,0
การก็ามข้ามความกลัวเป็นรางวัลที่ยิ่งใหญ่ที่สุด,ข้อคิด,2
การแก็แค้นที่ดีที่สุด คือประสบความสำเร็จอย่างมหาศาล แฟรงก์ ซินาตร้า,ข้อคิด,2
การขับขี่ยานพาหนะ ทำให้ความสามารถในการดื่มสุราลดลง,แง่บวก,0
การแคร์คนอื่นมากเกินไป เป็นความเหนื่อยใจที่ไร้ประโยชน์,แง่ลบ,1
การจะประสบความสำเร็จ คุณต้องยอมรับทุกความท้าทายที่ผ่านเข้ามา คุณไม่สามารถเลือกรับเฉพาะ ความท้าทายที่คุณชอบได้,ข้อคิด,2
การใช้ชีวิตให้ถูกทางเป็นความคุ้มค่าของชีวิต,ข้อคิด,2
การซื้อขายที่ประสบความสำเร็จนั้นเป็นการต่อสู้ทางอารมณ์เสมอสำหรับนักเก็งกำไรไม่ใช่การต่อสู้แบบอัจฉริยะ เขารู้ว่าศัตรูที่ใหญ่ที่สุดของเขาเป็นเจ้าของอารมณ์ของเขา,ข้อคิด,2
การเดินทางคือการมีชีวิตอยู่,ข้อคิด,2
การเดินทางที่ไม่สามารถเป็นไปได้ คือ การเดินทางที่คุณไม่เคยได้เริ่มมัน,ข้อคิด,2
การเดินทางย่อมมีที่สิ้นสุด,ข้อคิด,2
การเดินทางหลายพันกิโลเมตร เริ่มต้นด้วยก็าวเพียงก็าวเดียว,ข้อคิด,2
การได้รับแรงบันดาลใจไม่ได้ทำให้คุณเสียอะไรไปเลย แต่มันกลับช่วยบันดาลทุกสิ่งมาให้กับคุณ,ข้อคิด,2
การได้อ่าน การได้ท่องเที่ยว ฉันจึงกลายเป็นตัวฉันเอง,ข้อคิด,2
การตอกย้ำความผิดของคนอื่นอยู่เรื่อยเรื่อย คือ สิ่งที่ไม่ควรทำ,ข้อคิด,2
การต่อสู้ที่แท้จริง ไม่ใช่การชิงชัยที่หนึ่งเพื่อให้ได้เหรียญทอง แต่การตรากตรำสู้กับตัวคุณเองต่างหากล่ะ การต่อสู้กับจิตใจของคุณเอง นั่นแหละที่เป็นสถานที่ต่อสู้อันแท้จริง,ข้อคิด,2
การตั้งความหวัง คือการเสี่ยงกับความเจ็บปวด,ข้อคิด,2
การตื่นเช้าเป็นเรื่องที่ดี แต่การนอนต่อเป็นเรื่องที่ดีกว่า,แง่บวก,0
การทำงานหนักเป็นสัญญาณของความสำเร็จ,ข้อคิด,2
การที่ตัวเราจะวิ่งหนีความทุกข์ก็ใช่ว่าทางข้างหน้าจะพบกับความสุข,ข้อคิด,2
การบอกรัก ไม่สำคัญเท่ากับ การทำให้รู้ ว่ารัก,แง่บวก,0
การบินไทยรักคุณเท่าฟ้า คนธรรมดารักคุณเท่าเดิม,แง่บวก,0
การบินไทยรักคุณเท่าฟ้า แต่เราเป็นคนธรรมดาที่รักคุณเท่าเดิม,แง่บวก,0
การเป็นคนยิ้มได้ บางครั้งคนนั้นอาจจะผ่านความลำบากมามาก,แง่ลบ,1
การพูดของคนคนนึง สามารถทำให้รู้ถึงนิสัยของอีกคนได้,ข้อคิด,2
การมีความรู้เพียงอย่างเดียวนั้นยังไม่พอ เราต้องรู้จักนำมันออกมาใช้ และการมีความตั้งใจอย่างเดียวนั้นยังน้อยไป เราต้องรู้จักลงมือทำ,ข้อคิด,2
การมีเป้าหมายที่ชัดเจน คือจุดเริ่มต้นของทุกทุก ความสำเร็จ,ข้อคิด,2
การมีแฟนที่ดี คือการที่มีแฟนเป็นเรา,แง่บวก,0
การไม่ลงมือทำเท่ากับเราแพ้,ข้อคิด,2
การยิ้มแต่ละครั้ง ไม่ได้ให้พลังเปลี่ยนโลกร้ายให้สดใส แต่มันคือสิ่งที่ช่วยให้หัวใจ มองและเข้าใจโลกได้สวยงามขึ้น,ข้อคิด,2
การรักตัวเองคือความรักที่ดีที่สุด,ข้อคิด,2
การลงทุนคือการสอดแทรกของเศรษฐศาสตร์และจิตวิทยา,ข้อคิด,2
การลงทุนที่ดีสุด คือ การลงทุนให้ตัวเอง,ข้อคิด,2
การลงทุนที่ประสบความสำเร็จเป็นการคาดการณ์การประกาศของคนอื่นอื่น,ข้อคิด,2
การลงทุนไม่ใช่เกมที่คนที่มี 160 IQ จะเป็นคนที่แต่งตัวประหลาด,ข้อคิด,2
การลงทุนย่อมมีความเสี่ยง แต่การไม่ลงทุนอะไรเลยเสี่ยงยิ่งกว่า,ข้อคิด,2
การลงทุนสนุกและเป็นอันตรายหากคุณไม่ได้ทำงานใดใด,ข้อคิด,2
การลดความอ้วน เป็นเรื่องของอนาคต,แง่บวก,0
การลืมที่ยากที่สุด คือ การลืมตาตื่นตอนเช้า,แง่บวก,0
การเลียนแบบเป็นพื้นฐานมนุษย์ ดังนั้น ถ้าคุณอยากเป็นคนแบบไหน ให้พาตัวเองไปใกล้คนแบบนั้น,ข้อคิด,2
การวางแผนเป็นเรื่องที่ดี แต่การคิดไปเองก่อนล่วงหน้า ทำให้เราพลาดอะไรหลายหลายอย่าง,ข้อคิด,2
การศึกษาเป็นอาวุธที่ทรงพลังที่สุด ที่เราจะนำมาใช้ในการเปลี่ยนแปลงโลก,ข้อคิด,2
การสร้างความรู้สึกดีดี มันไม่ยากหรอก แต่มันยากตรง ที่เราจะรักษาอย่างไรไม่ให้มันเสียไป,ข้อคิด,2
การเสียใจเป็นเรื่องปกติ แต่อย่าเสียใจเรื่องเดิมซ้ำแล้วซ้ำเล่า เพราะจะกลายเป็นเสียเวลา,ข้อคิด,2
การหนีไม่ใช่ทางออก ยิ่งเราหนีเราก็จะยิ่งเจอปัญหาที่ใหญ่กว่า ดังนั้น หันหน้ากลับมาเผชิญหน้ากับมัน,ข้อคิด,2
การหาใหม่ว่ายากแล้ว การรักษาไว้นี้ยากยิ่งกว่า,ข้อคิด,2
การให้กำลังใจด้วยถ้อยคำที่ดีให้ผลลัพธ์ที่ดีกว่า,ข้อคิด,2
การให้คือสิ่งที่สวยงาม,ข้อคิด,2
การให้อภัยไม่สามารถเปลี่ยนแปลงอดีตได้แต่มีผลต่ออนาคต,ข้อคิด,2
การให้โอกาสชีวิต ทำสิ่งใหม่ใหม่เสมือนกับการให้กำไร ในการดำรงชีวิต,ข้อคิด,2
การเอาตัวเองไปเปรียบเทียบกับคนอื่น เป็นความทุกข์ที่เราเลือกเอง ไม่อยากทุกข์ก็หยุดเปรียบเทียบและทำชีวิตตัวเองให้ดีที่สุด,ข้อคิด,2
การแอบรัก ก็เหมือนดูหนังสามมิติ เห็นว่าจ่ออยู่ตรงหน้า แต่ก็คว้ามาไม่ได้,แง่ลบ,1
กาลครั้งหนึ่งมันคือนิทาน จะทำให้รักเราเป็นตำนานต้องมีฉันกับเธอ,แง่ลบ,1
กาลครั้งหนึ่งเราเคยได้เดินทางร่วมกัน,แง่บวก,0
กาลเวลาไม่ได้รักษาทุกสิ่ง การยอมรับความจริงจะรักษาทุกอย่าง,ข้อคิด,2
กาลเวลาไม่มีปาก แต่มันบอกอะไรได้มากกว่าคำพูด,ข้อคิด,2
ก็าวแรกของความชนะ คือ ลงมือทำ,ข้อคิด,2
ก็าวแรกของปี อยากให้เธอคนดีมาเดินข้างข้าง กัน,แง่บวก,0
กำขี้ดีกว่ากำตด,ข้อคิด,2
กำลังกาย ที่จะหมดไป สามารถที่จะสร้างได้จาก กำลังใจ จากยิ้มใครบางคน,แง่บวก,0
กินก๋วยเตี๋ยวอะจะได้เส้น แต่ถ้าอยากได้แฟนขี้เล่นให้มาหาเรา,แง่บวก,0
กินกาแฟก็สั่งแต่คอฟฟี่ แต่ถ้าอยากได้เธอเป็นเบบี้ จะต้องสั่งว่าอะไร,แง่บวก,0
กินกาแฟแล้วใจสั่น แต่ถ้าไม่อยากหน้าสั่นก็อย่าโม้ให้มันเยอะ,แง่บวก,0
กินข้าวทางก็อร่อย แต่กินข้าวข้างเธออร่อยกว่า,แง่บวก,0
กินนมอาจจะทำให้โตไว แต่ถ้ากินเราเข้าไปหัวใจจะพองโต,แง่บวก,0
กินปังเย็นเธอจะเข็ดฟัน  กินเราละกันฟันกี่ครั้งก็ไม่เข็ด  ,แง่บวก,0
กินมันติดเหงือก กินเผือกติดใจเลยนะมึง,แง่บวก,0
กินเมาเมาแล้วกะฟ้อน ย่อนค่อยค่อยโอ้ยกูคิดฮอดหมอลำ,แง่ลบ,1
กินเหล้าก็ต้องเมา แต่ถ้ากินแง่ลบก็ต้องเจ็บ,แง่ลบ,1
กินเหล้ามันทำร้ายเรา แต่รักเขามันทำร้ายใจ,แง่ลบ,1
กินอาหารก็ต้องรอคิว ถ้าอยากได้รักชิวชิว ต้องมาหาพี่,แง่บวก,0
กิเลสมีเป็นล้าน เงินในธนาคารมีสองร้อย,แง่บวก,0
กุญแจสำคัญในการลงทุนคือการจดจำว่าสต็อกไม่ใช่ตั๋วลอตเตอรี่,ข้อคิด,2
กูเป็นหมอหรอวะ คุยกับใครก็หาย,แง่ลบ,1
กูรู้ว่าเงินมันสำคัญ​ เเต่กูว่า​คนที่สู้มาด้วยกันสำคัญกว่า,ข้อคิด,2
กูโสดมาเนิ่นนานไม่ขึ้นคานก็นิพพานชัวร์,แง่บวก,0
กูหรือเปล่ากูอ้วนขึ้นหรือเปล่า,แง่บวก,0
ก็เเค่วันเเย่แย่วันนึง ไม่ได้เเย่ไปทั้งชีวิต,ข้อคิด,2
เก่งพอที่จะเก็บอาการ แต่ไม่เก่งพอที่จะไม่รู้สึกอะไร,ข้อคิด,2
เก็บบทร้าย ไว้เล่นท้ายหนังตลก,ข้อคิด,2
เกรดน้อยแล้วไง เรียนด้วยใจไม่ใช่ด้วยสมอง,แง่บวก,0
เกลียดปลาที่มีก็าง เกลียดพื้นที่ข้างข้างที่ไม่มีใคร,แง่ลบ,1
เก็าสิบเก็าเปอร์เซนต์ของคนที่พูดว่า ไม่เป็นไรเค้าพูดเพื่อให้คนฟังสบายใจ,ข้อคิด,2
เก็าหนึ่งนั้นไม่สำคัญ แต่เก็าสองนั้นสิบแปด,แง่บวก,0
เกิดเป็นคนเหงา เลยฟังเพลงเศร้ามากกว่าเพลงรัก,แง่ลบ,1
เกิดเป็นคน อย่าลอบกัด มันเป็นสันดารสัตว์ ไม่ใช่คน,ข้อคิด,2
เกิดมาในยุคที่ทุกอย่างโคตรเเพง เเต่เเฟนถูกเสมอ,แง่บวก,0
เกิดมามีกรรม ตัวดำเสือกสวย,แง่บวก,0
เกิดมาไม่เคยเจอเลยรักแท้ เคยเจอแต่รักแร้ที่เหม็นเหม็น,แง่บวก,0
เกิดอะไรขึ้นกับอดีตจะเกิดขึ้นอีกครั้งและอีกครั้งและอีกครั้ง,แง่ลบ,1
เกือบจะไว้ใจ แต่ดันไปเจออะไร ที่ทำให้ลังเล,แง่ลบ,1
แก่แต่สังขาร ส่วนสันดานยังเหมือนเดิม,ข้อคิด,2
แก็มใครจะแดงก็แดงไป แก็มฉันเยอะจะทำไม,แง่บวก,0
แก็มนุ่ม ปากนิ่ม หน้าตาไม่จิ้มลิ้ม แต่พอยิ้มแล้วน่ารักนะ,แง่บวก,0
แก็มเยอะ พุงย้อยส่วนสูงน้อยแต่น่ารัก ,แง่บวก,0
แกล้งขับรถเฉี่ยว เพราะเห็นสายเดี่ยวเธอ,แง่บวก,0
แกล้งโง่ก็ปวดใจ รู้มากไปก็มีน้ำตา,แง่ลบ,1
โกรธเปล่า ถูกรถเก่าแซง,แง่ลบ,1
โกหกเพียงครั้งเดียว อาจสูญเสียความไว้วางใจไปชั่วกาล,ข้อคิด,2
โกหกไม่ว่า เจอหน้าให้กล้าด้วย,แง่ลบ,1
ใกล้ไกลไม่สำคัญ แค่มีคนไปด้วยกันก็พอ,แง่บวก,0
ใกล้นอนทีไร ทั้งไอเดีย ทั้งอะไรต่อมิอะไร เด้งกันมาไม่หวาดไม่ไหวเลยทีเดียว,แง่บวก,0
ใกล้เหมือนห่างไกล ถูกใจแต่ไม่ถูกจำ,แง่ลบ,1
ขนาดกาแฟยังมีเบอดี้ แล้วทำไมพี่ยังไม่มีเบอร์น้อง,แง่บวก,0
ขนาดกูอยู่เงียบเงียบ ยังมีคนนินทากูเพียบเลย,แง่ลบ,1
ขนาดไก่ยังมีเล้าและเธอไม่อยากมีเราบ้างหรอ,แง่บวก,0
ขนาดโทรศัพท์ยังมีระบบสั่น คุยกับเธอทุกวันใจไม่สั่นได้ไง,แง่บวก,0
ขนาดเบียยังมีฟอง เมื่อใดคนที่เรามองจะมีใจ,แง่บวก,0
ขนาดรักแท้ยังแพ้ใกล้ชิด แล้วทำไมคนไม่มีสิทธิ์จะคิดอะไรไม่ได้,แง่ลบ,1
ขนาดเหรียญยังมีสองด้าน วันนี้แย่ พรุ่งนี้ก็ดีได้,แง่บวก,0
ขยับมาใกล้อีกหน่อย เราอ่อยไม่ค่อยถนัด,แง่บวก,0
ขวดน้ำยังมีฝา ถ้ามีปัญหาเดี๋ยวกูเปิด,แง่ลบ,1
ของขวัญหาซื้อได้ที่ห้าง คนข้างข้างหาซื้อได้ที่ไหน,แง่บวก,0
ของแพงทุกอย่าง ยกเว้นเมีย ถูกเสมอ,แง่บวก,0
ของอนได้ไหม ในฐานะขนตาก็ได้,แง่บวก,0
ข้อดีของการไม่ครอบครองสิ่งใด คือเราจะไม่ทุกข์จากสิ่งนั้น,แง่ลบ,1
ข้อดีของการไม่ได้ครอบครอง คือไม่มีวันสูญเสียสิ่งนั้นไป,แง่ลบ,1
ข้อดี ของภาพถ่ายคือมันจะไม่มีวันเปลี่ยนไป แม้คนในความทรงจำจะหายไปแล้ว,แง่ลบ,1
ขอโทษทีได้ไหมที่ทำให้วุ่นวาย ต้องโทษที่ใจของฉันที่มันอยากมีเธอข้างกาย,แง่ลบ,1
ขอโทษที่โพสต์อะไรไม่คิด ไม่คิดว่าจะมีคนมาเสือก,แง่บวก,0
ขอโทษที่แสดงความรักออกมาไม่เก่ง,แง่ลบ,1
ขอโทษนะที่งี่เง่า ถ้าพรุ่งนี้ไม่มีเราก็ขอโทษด้วย,แง่ลบ,1
ขอบคุณชาวนาที่ทำให้เรามีข้าว ขอบคุณพระเจ้าที่ทำให้เรามีเธอ,แง่บวก,0
ขอบคุณที่ทิ้งกันในวันที่ฉันไม่เหลือใคร,แง่ลบ,1
ขอบคุณที่เมินเฉยกัน ขอบคุณที่ทำให้ฉันเห็นค่าตัวเอง,แง่ลบ,1
ขอบคุณลมหนาวที่ทำให้รู้ว่า ลำปางไม่หนาวเท่าลำพัง จริงจริง,แง่ลบ,1
ข้อสอบต้องมีโจทย์ แต่ถ้าโสดต้องมีเธอ,แง่บวก,0
ขอให้เจอคู่ในปีนี้ นี่คือคำอวยพรวันเกิดที่แสนดี ด้วยความปรารถนาดีจากใจ,แง่บวก,0
ขอให้เป็นฤดูฝน ที่ไม่ต้องเปียกปอนเพื่อใครอีก,แง่บวก,0
ขอให้รอยยิ้มของผมเป็นความสุขของคุณได้ไหม,แง่บวก,0
ขออภัยรถไม่แรงแต่แอบแซงทางตรง,แง่บวก,0
ข้ออ้างไม่นำไปสู่ผลลัพธ์,ข้อคิด,2
ขับรถระวังหลับใน นอกใจระวังหลับยาว,แง่บวก,0
ขับเร็วถึงป่าช้า ขับธรรมดาถึงที่หมาย,ข้อคิด,2
ขับเร็วว่าแดกม้า ขับช้าว่าหมาไม่แดก,แง่ลบ,1
ข้างบนได้บ้าง ข้างล่างก็ดี ตะแคงน้องที แถมครางชื่อพี่ได้ตรงคีย์อีกด้วย ,แง่บวก,0
ข้างหน้าคือความหวัง ข้างหลังคือบทเรียน,ข้อคิด,2
ข้างหลังเป็นร้านกาแฟ แต่ข้างหน้าแกเป็นเราได้เปล่า,แง่บวก,0
ข้างหลังอะเป็นเขา แต่ข้างหน้าเราอะเป็นเธอ,แง่บวก,0
ขาดเราเขาอยู่สบาย ขาดเขาเราต้องไม่ตายเช่นกัน,ข้อคิด,2
ข้ามถนนต้องใช้ทางม้าลาย ถ้าอยากข้ามความเดียวดายให้แอดline มาหาเรา,แง่บวก,0
ข้ามถนน ต้องมองซ้าย มองขวา แต่ถ้ามองมาที่เรา อย่ามองข้ามนะ,แง่บวก,0
ข้ามปีก็ข้ามไป แต่ใจเราไม่เปลี่ยนแปลง,แง่บวก,0
ขายหัวใจได้หลายล้านบาท แต่กูเสือกให้คนคนนึงไปฟรีฟรี,แง่ลบ,1
ขีวิตยังมีพรุ่งนี้เสมอ,ข้อคิด,2
ขึ้นชื่อว่าความรู้สึก ยังไงก็ไม่ใช่ของเล่น,ข้อคิด,2
ขึ้นป่าขึ้นเขา ไม่อยากขึ้นเราบ้างหรอ ,แง่บวก,0
ขึ้นเสียงกับเราอีกที เดี๋ยวโดนเราขึ้นบ้างจะติดใจ,แง่บวก,0
เขาค้อที่ว่าหนาว ยังไม่หนาวเท่าเขาไม่ง้อ,แง่ลบ,1
เขาเฉยเฉย มึงก็เฉยเฉยดิ จะดิ้นรนให้เค้าสนใจทำไม,ข้อคิด,2
เข้าที่ดี ไม่ใช่เข้าใจ เข้ามาในใจเราต่างหาก,แง่บวก,0
เขามีคนโปรดของเขาอยู่แล้ว,แง่ลบ,1
เขาไม่ได้ทิ้งเราเขาแค่ย้ายจากความเป็นจริงไปอยู่ในความทรงจำ,แง่ลบ,1
เข้าเรียนทุกคาบไม่ทราบอะไรเลย,แง่บวก,0
ไข่ติดถัง หลังติดนม,แง่บวก,0
คงจะมีแต่พระเท่านั้นแหละ ที่ต้องการฉัน,แง่บวก,0
คงเป็นได้แค่ทางผ่าน เพราะบ้านติดถนน,แง่บวก,0
คณิตศาตร์เข้าใจยาก เเต่รักเธอมากเข้าใจไหม ,แง่บวก,0
คนกลัวจน จนไม่นาน คนไม่กลัวจน จนตลอดกาล,ข้อคิด,2
คนเก่งนั้นมีอยู่มาก แต่ที่หายากคือคนหาย,แง่บวก,0
คนใกล้ คือคนที่ทำร้ายหัวใจเรา ได้มากที่สุด,แง่ลบ,1
คนคิดใหญ่สนทนาเรื่องไอเดีย คนธรรมดาสนทนาเรื่องเหตุการณ์ คนคิดเล็กสนทนาเรื่องผู้คน,ข้อคิด,2
คนโง่ย่อมเป็นเหยื่อของคนฉลาด คนฉลาดย่อมเป็นเหยื่อของคนฉลาดที่แกล้งโง่,ข้อคิด,2
คนโง่ เลือกคนที่ตนรัก คนฉลาดเลือกคนที่รักตน,ข้อคิด,2
คนจนมักไม่สนใจความรู้ทางการเงิน แต่คนรวยจะให้ความสำคัญเรื่องการเงิน,ข้อคิด,2
คนจะไม่มีวันเสียใจที่เป็นคนดี,ข้อคิด,2
คนช้าชิดซ้าย ควายช้าชิดขวา,แง่บวก,0
คนที่เก่งที่สุด คือ คนที่เดินหน้าชีวิตต่อไปได้,ข้อคิด,2
คนที่คิดไปไกล สุดท้ายก็ต้องเติมน้ำมัน,แง่บวก,0
คนที่คิดว่าจะเข้าใจเราที่สุดกลับเป็นคนทำร้ายเราซะเอง,แง่ลบ,1
คนที่เค้ารวยแล้ว เค้ายังไม่หยุดขยันเลย ไม่รวยแล้วยังไม่ขยันหา ไม่เก็บออมจะมีได้ไง,ข้อคิด,2
คนที่ใช้ชีวิตคุ้มค่าคือคนที่ได้ทำ ในสิ่งที่อยากทำไม่ใช่เพราะได้ทำในสิ่งที่คนอื่นอยากให้ทำ,ข้อคิด,2
คนที่ใช่ ไม่จําเป็น ต้องพยายาม,แง่ลบ,1
คนที่ซื่อสัตย์มากกว่า มักเจ็บกว่าเสมอ,แง่ลบ,1
คนที่ทำงานลวกลวก แล้วประสบความสำเร็จ ก็เห็นจะมีแต่เเม่ค้าขายก๋วยเตี๋ยวเท่านั้นแหละ,แง่บวก,0
คนที่น่าอิจฉาที่สุดไม่ใช่คนรวย แต่เป็นคนที่รู้ว่าตัวเองต้องการอะไร,ข้อคิด,2
คนที่ประสบความสำเร็จเขาจะทำอะไรที่คนส่วนใหญ่ไม่อยากจะทำ อย่าหวังว่าจะเจอแต่อะไรง่าย แต่ให้พัฒนาตนเองเป็นคนที่ดีขึ้น,ข้อคิด,2
คนที่ประสบความสำเร็จคือคนที่ก่อร่างสร้างตัวจากก็อนอิฐที่คนอื่นปาใส่เขา,ข้อคิด,2
คนที่ประสบความสำเร็จมากที่สุดในโลก คือคนที่พบเจอความผิดพลาดและความล้มเหลวมามากกว่าคนอื่น,ข้อคิด,2
คนที่ประสบความสำเร็จ และคนที่ไม่ประสบความสำเร็จ พวกเขาไม่ได้แตกต่างกันที่ความสามารถ แต่ต่างกันที่ความปรารถนาที่จะไปสู่ขีดจำกัดของตนเอง,ข้อคิด,2
คนที่ปราศจากความกลัว คือคนที่ปราศจากความหวัง,แง่ลบ,1
คนที่ป่วยต้องไปหาหมอ แล้วคนที่รอต้องไปหาใครอะ,แง่ลบ,1
คนที่มีความรู้แจ้งและดื้อรั้นอย่างไม่น่าเชื่อสามารถตัดสินความเสี่ยงในการลงทุนที่มีระดับความแม่นยำที่เป็นประโยชน์ ,ข้อคิด,2
คนที่มีความสุขที่สุด คือ คนที่สามารถลืมได้ก่อน,แง่ลบ,1
คนที่มีความสุขที่สุดไม่จำเป็นต้องมีสิ่งที่ดีที่สุด พวกเขาเห็นคุณค่าสิ่งที่พวกเขามีอยู่อย่างเรียบง่าย,แง่บวก,0
คนที่ไม่เคยผิดพลาด คือ คนที่ไม่เคยลงมือทำอะไรใหม่ใหม่,ข้อคิด,2
คนที่ไม่มีใคร เทศกาลอะไรก็ไม่สำคัญ,แง่ลบ,1
คนที่ยิ้มกว้างที่สุด ในใจเขาอาจจะทุกข์ที่สุดอยู่ก็ได้,แง่ลบ,1
คนที่เริ่มต้นไวย่อมมีโอกาศมากกว่าเสมอ,ข้อคิด,2
คนที่เฮฮาที่สุดในวงเหล้า อาจจะเป็นคนที่เศร้าที่สุดก็เป็นได้,แง่ลบ,1
คนนะไม่ใช่ศาลาพักใจ พอหมดเวลาก็ไปพอไม่เหลือใครก็มา,แง่บวก,0
คนนั้นหล่อกว่าก็จริง แต่คนนี้ไม่ทิ้งนะบอกเลย,แง่บวก,0
คนนั่นแหละที่เปลี่ยนไปอย่าไปโทษเวลาเลย,แง่ลบ,1
คนโน้นก็ดี คนนี้ก็ได้ เลือกไม่ถูกจริงจริง,แง่บวก,0
คนบางคนก็ดูสตอรี่ของเราได้ แต่ตอบแชทของเราไม่ได้,แง่ลบ,1
คนบางคน มาขอเป็นเพื่อนกับ ใครบางคน เพียงเพราะอยากรู้เรื่องราวของ อีกคน,แง่ลบ,1
